2011,01,14,1000000,
2011,01,18,988300,
2011,01,19,985600,
2011,01,20,986040,
2011,01,21,984880,
2011,01,24,1000920,
2011,01,25,1007960,
2011,01,26,1006400,
2011,01,27,1006520,
2011,01,28,999280,
2011,01,31,1010120,
2011,02,01,1026880,
2011,02,02,1026840,
2011,02,03,1025870,
2011,02,04,1028540,
2011,02,07,1032530,
2011,02,08,1045940,
2011,02,09,1040260,
2011,02,10,1035520,
2011,02,11,1044100,
2011,02,14,1045310,
2011,02,15,1039830,
2011,02,16,1042060,
2011,02,17,1046380,
2011,02,18,1053560,
2011,02,22,1022410,
2011,02,23,1016600,
2011,02,24,1016420,
2011,02,25,1023520,
2011,02,28,1025320,
2011,03,01,1005240,
2011,03,02,1005990,
2011,03,03,1011822,
2011,03,04,1008924,
2011,03,07,1005594,
2011,03,08,1009716,
2011,03,09,1015998,
2011,03,10,1009266,
2011,03,11,1009986,
2011,03,14,1008150,
2011,03,15,1003992,
2011,03,16,993426,
2011,03,17,995496,
2011,03,18,998502,
2011,03,21,1001634,
2011,03,22,1002210,
2011,03,23,1004892,
2011,03,24,1005792,
2011,03,25,1009536,
2011,03,28,1008114,
2011,03,29,1010778,
2011,03,30,1012038,
2011,03,31,1011102,
2011,04,01,1013208,
2011,04,04,1013172,
2011,04,05,1012722,
2011,04,06,1012812,
2011,04,07,1013406,
2011,04,08,1012830,
2011,04,11,1012650,
2011,04,12,1011426,
2011,04,13,1012650,
2011,04,14,1014432,
2011,04,15,1016610,
2011,04,18,1016142,
2011,04,19,1015188,
2011,04,20,1014054,
2011,04,21,1020246,
2011,04,25,1019184,
2011,04,26,1020624,
2011,04,27,1023918,
2011,04,28,1024638,
2011,04,29,1024278,
2011,05,02,1027032,
2011,05,03,1028310,
2011,05,04,1024350,
2011,05,05,1020570,
2011,05,06,1022640,
2011,05,09,1023018,
2011,05,10,1025268,
2011,05,11,1023720,
2011,05,12,1028544,
2011,05,13,1024458,
2011,05,16,1022586,
2011,05,17,1025484,
2011,05,18,1025376,
2011,05,19,1025646,
2011,05,20,1024890,
2011,05,23,1021542,
2011,05,24,1020651,
2011,05,25,1019892,
2011,05,26,1018044,
2011,05,27,1019067,
2011,05,31,1023687,
2011,06,01,1016031,
2011,06,02,1014513,
2011,06,03,1014513,
2011,06,06,1014513,
2011,06,07,1014513,
2011,06,08,1014513,
2011,06,09,1014513,
2011,06,10,1014513,
2011,06,13,1015341,
2011,06,14,1022325,
2011,06,15,1015521,
2011,06,16,1013625,
2011,06,17,1007769,
2011,06,20,1001865,
2011,06,21,1013793,
2011,06,22,1010577,
2011,06,23,1020873,
2011,06,24,1015041,
2011,06,27,1021845,
2011,06,28,1025697,
2011,06,29,1024233,
2011,06,30,1026177,
2011,07,01,1035249,
2011,07,05,1042629,
2011,07,06,1045413,
2011,07,07,1051905,
2011,07,08,1054905,
2011,07,11,1048089,
2011,07,12,1047789,
2011,07,13,1052889,
2011,07,14,1052589,
2011,07,15,1061133,
2011,07,18,1071741,
2011,07,19,1075389,
2011,07,20,1087401,
2011,07,21,1087857,
2011,07,22,1095045,
2011,07,25,1101261,
2011,07,26,1107129,
2011,07,27,1094193,
2011,07,28,1093269,
2011,07,29,1091673,
2011,08,01,1099161,
2011,08,02,1089801,
2011,08,03,1094169,
2011,08,04,1076013,
2011,08,05,1071525,
2011,08,08,1047141,
2011,08,09,1071993,
2011,08,10,1058327,
2011,08,11,1071000,
2011,08,12,1074936,
2011,08,15,1082604,
2011,08,16,1079100,
2011,08,17,1079052,
2011,08,18,1061868,
2011,08,19,1049892,
2011,08,22,1050384,
2011,08,23,1070880,
2011,08,24,1073964,
2011,08,25,1071024,
2011,08,26,1082808,
2011,08,29,1090440,
2011,08,30,1090464,
2011,08,31,1084296,
2011,09,01,1079760,
2011,09,02,1071420,
2011,09,06,1078224,
2011,09,07,1083228,
2011,09,08,1083480,
2011,09,09,1075524,
2011,09,12,1078464,
2011,09,13,1084056,
2011,09,14,1089648,
2011,09,15,1094016,
2011,09,16,1103028,
2011,09,19,1116324,
2011,09,20,1118496,
2011,09,21,1116936,
2011,09,22,1104600,
2011,09,23,1107564,
2011,09,26,1106220,
2011,09,27,1101540,
2011,09,28,1098852,
2011,09,29,1091160,
2011,09,30,1080108,
2011,10,03,1072080,
2011,10,04,1069572,
2011,10,05,1076436,
2011,10,06,1075392,
2011,10,07,1066344,
2011,10,10,1089060,
2011,10,11,1102776,
2011,10,12,1105044,
2011,10,13,1112496,
2011,10,14,1128720,
2011,10,17,1126308,
2011,10,18,1128996,
2011,10,19,1100784,
2011,10,20,1096824,
2011,10,21,1093908,
2011,10,24,1109328,
2011,10,25,1099764,
2011,10,26,1103148,
2011,10,27,1108032,
2011,10,28,1108344,
2011,10,31,1108140,
2011,11,01,1098252,
2011,11,02,1099332,
2011,11,03,1106100,
2011,11,04,1102716,
2011,11,07,1102104,
2011,11,08,1109868,
2011,11,09,1096788,
2011,11,10,1084764,
2011,11,11,1084056,
2011,11,14,1077648,
2011,11,15,1089084,
2011,11,16,1084236,
2011,11,17,1075440,
2011,11,18,1072488,
2011,11,21,1065396,
2011,11,22,1074360,
2011,11,23,1062984,
2011,11,25,1058904,
2011,11,28,1073892,
2011,11,29,1070400,
2011,11,30,1081164,
2011,12,01,1088004,
2011,12,02,1090116,
2011,12,05,1094076,
2011,12,06,1091616,
2011,12,07,1089396,
2011,12,08,1091268,
2011,12,09,1094808,
2011,12,12,1092672,
2011,12,13,1089060,
2011,12,14,1078752,
