2008,2,26,100000
2008,2,27,100867
2008,2,28,101120
2008,2,29,100699
2008,3,3,99283
2008,3,4,98041
2008,3,5,98041
2008,3,6,98041
2008,3,7,98041
2008,3,10,98041
2008,3,11,98041
2008,3,12,98041
2008,3,13,98041
2008,3,14,98041
2008,3,17,98041
2008,3,18,98041
2008,3,19,98041
2008,3,20,98041
2008,3,24,98041
2008,3,25,98041
2008,3,26,98041
2008,3,27,98041
2008,3,28,98041
2008,3,31,98041
2008,4,1,98041
2008,4,2,98134
2008,4,3,98175
2008,4,4,98166
2008,4,7,98178
2008,4,8,98200
2008,4,9,98200
2008,4,10,98200
2008,4,11,98200
2008,4,14,98200
2008,4,15,98200
2008,4,16,98200
2008,4,17,98200
2008,4,18,98200
2008,4,21,98498
2008,4,22,96693
2008,4,23,97498
2008,4,24,96952
2008,4,25,97338
2008,4,28,97519
2008,4,29,97421
2008,4,30,97347
2008,5,1,97666
2008,5,2,97725
2008,5,5,97918
2008,5,6,98614
2008,5,7,97864
2008,5,8,98251
2008,5,9,97641
2008,5,12,97948
2008,5,13,98020
2008,5,14,98020
2008,5,15,98020
2008,5,16,98238
2008,5,19,97949
2008,5,20,97865
2008,5,21,97339
2008,5,22,97553
2008,5,23,97193
2008,5,27,97361
2008,5,28,97361
2008,5,29,97361
2008,5,30,97361
2008,6,2,97361
2008,6,3,97361
2008,6,4,97361
2008,6,5,97361
2008,6,6,97361
2008,6,9,97361
2008,6,10,97361
2008,6,11,97361
2008,6,12,97361
2008,6,13,97361
2008,6,16,97361
2008,6,17,97361
2008,6,18,97361
2008,6,19,97361
2008,6,20,97361
2008,6,23,97361
2008,6,24,97361
2008,6,25,97361
2008,6,26,97361
2008,6,27,97361
2008,6,30,97361
2008,7,1,97361
2008,7,2,97361
2008,7,3,97361
2008,7,7,97361
2008,7,8,97361
2008,7,9,97361
2008,7,10,97361
2008,7,11,97361
2008,7,14,97361
2008,7,15,97361
2008,7,16,97361
2008,7,17,97361
2008,7,18,97361
2008,7,21,97361
2008,7,22,97361
2008,7,23,97361
2008,7,24,97361
2008,7,25,97361
2008,7,28,97361
2008,7,29,97361
2008,7,30,97361
2008,7,31,97363
2008,8,1,97303
2008,8,4,97303
2008,8,5,97391
2008,8,6,98343
2008,8,7,97918
2008,8,8,97800
2008,8,11,97854
2008,8,12,98767
2008,8,13,102695
2008,8,14,101870
2008,8,15,100635
2008,8,18,100255
2008,8,19,100255
2008,8,20,100255
2008,8,21,100255
2008,8,22,100255
2008,8,25,100255
2008,8,26,100255
2008,8,27,100255
2008,8,28,100255
2008,8,29,100255
2008,9,2,100255
2008,9,3,100255
2008,9,4,100255
2008,9,5,100255
2008,9,8,100255
2008,9,9,100255
2008,9,10,100255
2008,9,11,100255
2008,9,12,100255
2008,9,15,100255
2008,9,16,100255
2008,9,17,100255
2008,9,18,100255
2008,9,19,100255
2008,9,22,100255
2008,9,23,100255
2008,9,24,100255
2008,9,25,100255
2008,9,26,100255
2008,9,29,100255
2008,9,30,100255
2008,10,1,100255
2008,10,2,100255
2008,10,3,100255
2008,10,6,100255
2008,10,7,100255
2008,10,8,100255
2008,10,9,100255
2008,10,10,100255
2008,10,13,100255
2008,10,14,100255
2008,10,15,100255
2008,10,16,100255
2008,10,17,100255
2008,10,20,100255
2008,10,21,100255
2008,10,22,100255
2008,10,23,100255
2008,10,24,100255
2008,10,27,100255
2008,10,28,100255
2008,10,29,100255
2008,10,30,100255
2008,10,31,100255
2008,11,3,100255
2008,11,4,100255
2008,11,5,100255
2008,11,6,100255
2008,11,7,100255
2008,11,10,100255
2008,11,11,100255
2008,11,12,100255
2008,11,13,100255
2008,11,14,100255
2008,11,17,100255
2008,11,18,100255
2008,11,19,100255
2008,11,20,100255
2008,11,21,100255
2008,11,24,100255
2008,11,25,100255
2008,11,26,100255
2008,11,28,100255
2008,12,1,100255
2008,12,2,100255
2008,12,3,100255
2008,12,4,100255
2008,12,5,100255
2008,12,8,100255
2008,12,9,100255
2008,12,10,100255
2008,12,11,100255
2008,12,12,100255
2008,12,15,100255
2008,12,16,100255
2008,12,17,100255
2008,12,18,100255
2008,12,19,100255
2008,12,22,100255
2008,12,23,100255
2008,12,24,100255
2008,12,26,100255
2008,12,29,100255
2008,12,30,100255
2008,12,31,100255
2009,1,2,100255
2009,1,5,100255
2009,1,6,100255
2009,1,7,100301
2009,1,8,100373
2009,1,9,100381
2009,1,12,100130
2009,1,13,100251
2009,1,14,100251
2009,1,15,100251
2009,1,16,100251
2009,1,20,100251
2009,1,21,100251
2009,1,22,100251
2009,1,23,100251
2009,1,26,100251
2009,1,27,100251
2009,1,28,100251
2009,1,29,100251
2009,1,30,100251
2009,2,2,100251
2009,2,3,100251
2009,2,4,100251
2009,2,5,100251
2009,2,6,100251
2009,2,9,100251
2009,2,10,100251
2009,2,11,100251
2009,2,12,100251
2009,2,13,100251
2009,2,17,100251
2009,2,18,100251
2009,2,19,100251
2009,2,20,100251
2009,2,23,100251
2009,2,24,100251
2009,2,25,100251
2009,2,26,100251
2009,2,27,100251
2009,3,2,100251
2009,3,3,100251
2009,3,4,100251
2009,3,5,100251
2009,3,6,100251
2009,3,9,100251
2009,3,10,100251
2009,3,11,100251
2009,3,12,100251
2009,3,13,100251
2009,3,16,100251
2009,3,17,100251
2009,3,18,100251
2009,3,19,100236
2009,3,20,100233
2009,3,23,100344
2009,3,24,100349
2009,3,25,100381
2009,3,26,100413
2009,3,27,100404
2009,3,30,100409
2009,3,31,100480
2009,4,1,100480
2009,4,2,100480
2009,4,3,100480
2009,4,6,100480
2009,4,7,100480
